1	1	1	1	0	0	0	0
0.783705	-0.777723	0.00299103	0.00299103	0	0	0	0
2.18273	-0.179654	-0.00299102	-0.00299103	2.09897	0.0522228	2.19595	0.109339
1.17342	-13.6695	2.24419	-0.187949	2.09897	0.0522228	2.19595	0.109339
4.3242	-0.248887	16.3352	171.081	4.29136	0.215312	2.28434	0.226323
4.06956	-1.15312	122.603	1457.55	4.29136	0.215312	2.28434	0.226323
5.26713	0.653778	3.21447	9.4921	6.56942	0.496096	2.36382	0.348847
5.53591	0.245518	2.72112	5.5232	6.56942	0.496096	2.36382	0.348847
6.51812	0.735617	3.0959	5.44277	8.92437	0.89924	2.43359	0.474526
6.80313	0.624057	2.94303	4.95813	8.92437	0.89924	2.43359	0.474526
7.92223	1.01493	3.45224	4.78097	11.3468	1.427	2.49328	0.600781
8.21225	0.912831	3.32839	4.49241	11.3468	1.427	2.49328	0.600781
9.37624	1.3366	3.84918	4.55145	13.827	2.07905	2.5429	0.724947
9.73968	1.24142	3.75858	4.36347	13.827	2.07905	2.5429	0.724947
10.9085	1.85648	4.2219	4.80912	16.3554	2.85243	2.58284	0.844365
11.248	1.75841	4.13322	4.64952	16.3554	2.85243	2.58284	0.844365
12.5762	2.26602	4.75656	4.79998	18.923	3.74161	2.61382	0.95648
12.9507	2.19564	4.713	4.71496	18.923	3.74161	2.61382	0.95648
14.3128	2.86832	5.30494	5.06534	21.5215	4.73855	2.63679	1.05891
14.6795	2.80168	5.24992	4.99479	21.5215	4.73855	2.63679	1.05891
16.0801	3.65323	5.82118	5.48752	24.1437	5.83295	2.65286	1.14953
16.4464	3.60173	5.77834	5.44112	24.1437	5.83295	2.65286	1.14953
17.9449	4.52027	6.39647	5.90444	26.7833	7.01246	2.6632	1.22647
18.3197	4.48535	6.36111	5.8774	26.7833	7.01246	2.6632	1.22647
19.8768	5.49597	6.9838	6.34255	29.4352	8.26299	2.66893	1.28822
20.2571	5.48092	6.95651	6.33261	29.4352	8.26299	2.66893	1.28822
21.9082	6.54493	7.61077	6.7639	32.0955	9.56901	2.67105	1.33358
22.246	6.532	7.55135	6.74816	32.0955	9.56901	2.67105	1.33358
24.0277	7.49592	8.27588	7.02489	34.7608	10.9139	2.67035	1.3617
24.37	7.50239	8.22418	7.01991	34.7608	10.9139	2.67035	1.3617
26.1953	8.54056	8.92431	7.31318	37.4287	12.2803	2.66736	1.37209
26.5288	8.55736	8.85994	7.30758	37.4287	12.2803	2.66736	1.37209
28.4067	9.68394	9.54363	7.62638	40.0971	13.6505	2.66232	1.36459
28.7459	9.71902	9.48548	7.62577	40.0971	13.6505	2.66232	1.36459
30.7263	10.7952	10.1982	7.86925	42.7638	15.0065	2.65515	1.33938
31.0386	10.8329	10.1177	7.86003	42.7638	15.0065	2.65515	1.33938
33.0936	11.9884	10.8288	8.12954	45.4265	16.3307	2.64546	1.29701
33.4071	12.0374	10.7414	8.11723	45.4265	16.3307	2.64546	1.29701
35.5471	13.1536	11.4644	8.33402	48.0823	17.6063	2.6326	1.23832
35.8398	13.2058	11.3636	8.31429	48.0823	17.6063	2.6326	1.23832
37.9887	14.3882	12.0413	8.55165	50.7276	18.8172	2.61569	1.16454
38.2592	14.44	11.9154	8.51989	50.7276	18.8172	2.61569	1.16454
40.4943	15.5478	12.6104	8.69364	53.3577	19.9486	2.59372	1.07716
40.7508	15.6016	12.4726	8.65407	53.3577	19.9486	2.59372	1.07716
43.0229	16.7593	13.1474	8.8453	55.9669	20.9874	2.56561	0.978022
43.2732	16.8166	12.9984	8.7979	55.9669	20.9874	2.56561	0.978022
45.6334	17.883	13.6923	8.92566	58.5484	21.9225	2.53033	0.869205
45.8507	17.9323	13.5154	8.86467	58.5484	21.9225	2.53033	0.869205
48.2426	19.0046	14.1901	8.99036	61.0941	22.7449	2.48697	0.753031
48.4247	19.0443	13.9816	8.91465	61.0941	22.7449	2.48697	0.753031
50.8609	20.0837	14.6498	9.01839	63.5955	23.4479	2.43482	0.631987
51.0354	20.1237	14.4343	8.93689	63.5955	23.4479	2.43482	0.631987
53.492	21.0952	15.0819	9.00098	66.0431	24.0276	2.37349	0.508655
53.649	21.1306	14.8457	8.9094	66.0431	24.0276	2.37349	0.508655
56.1542	21.9916	15.4937	8.91419	68.4273	24.4824	2.30293	0.385623
56.2806	22.0178	15.2356	8.81335	68.4273	24.4824	2.30293	0.385623
58.7841	22.8721	15.8538	8.81944	70.7384	24.8137	2.22347	0.265395
58.8916	22.8927	15.5763	8.71028	70.7384	24.8137	2.22347	0.265395
61.3913	23.6367	16.1669	8.6605	72.9675	25.025	2.13584	0.150292
61.455	23.6431	15.8535	8.53852	72.9675	25.025	2.13584	0.150292
63.9407	24.3095	16.4148	8.45435	75.1062	25.1224	2.04114	0.0423626
63.9699	24.3055	16.0789	8.32524	75.1062	25.1224	2.04114	0.0423626
66.4446	24.8827	16.6163	8.20228	77.1475	25.1137	1.9408	-0.0566978
66.4445	24.8704	16.2603	8.06769	77.1475	25.1137	1.9408	-0.0566978
68.8864	25.4116	16.7641	7.93731	79.0861	25.0086	1.83649	-0.145607
68.8594	25.3919	16.3876	7.79742	79.0861	25.0086	1.83649	-0.145607
71.282	25.8119	16.8691	7.61242	80.9183	24.8178	1.73008	-0.223536
71.2226	25.7837	16.4687	7.4673	80.9183	24.8178	1.73008	-0.223536
73.6119	26.1128	16.9228	7.24724	82.6423	24.5525	1.6235	-0.29012
73.5198	26.0766	16.5027	7.09936	82.6423	24.5525	1.6235	-0.29012
75.9123	26.3464	16.9556	6.86479	84.2584	24.2245	1.51869	-0.345444
75.7904	26.3038	16.519	6.71579	84.2584	24.2245	1.51869	-0.345444
78.0868	26.5049	16.9106	6.45992	85.7688	23.8451	1.41749	-0.390006
77.9315	26.4552	16.4531	6.30867	85.7688	23.8451	1.41749	-0.390006
80.2137	26.5826	16.8392	6.03169	87.1776	23.4252	1.32159	-0.424654
80.028	26.5273	16.3642	5.88004	87.1776	23.4252	1.32159	-0.424654
82.2192	26.6083	16.6995	5.59729	88.4904	22.9745	1.23248	-0.450514
82.0096	26.5494	16.2116	5.44661	88.4904	22.9745	1.23248	-0.450514
84.1516	26.5244	16.5251	5.12468	89.7145	22.5017	1.15138	-0.468904
83.928	26.4653	16.0319	4.97803	89.7145	22.5017	1.15138	-0.468904
86.0004	26.3561	16.3131	4.63123	90.858	22.0141	1.07929	-0.481241
85.7499	26.2939	15.8158	4.48943	90.858	22.0141	1.07929	-0.481241
87.7574	26.1395	16.0704	4.14209	91.9302	21.5174	1.01698	-0.488964
87.4991	26.0792	15.5688	4.00482	91.9302	21.5174	1.01698	-0.488964
89.4056	25.8251	15.7758	3.62397	92.9411	21.016	0.964993	-0.493443
89.1077	25.7594	15.2576	3.48853	92.9411	21.016	0.964993	-0.493443
90.9287	25.4705	15.4314	3.11517	93.9011	20.513	0.92369	-0.495919
90.6316	25.409	14.9249	2.98864	93.9011	20.513	0.92369	-0.495919
92.391	25.0591	15.0812	2.60691	94.8209	20.01	0.893308	-0.497439
92.09	25.0008	14.5827	2.48821	94.8209	20.01	0.893308	-0.497439
93.7918	24.6416	14.7253	2.12934	95.7116	19.5078	0.87398	-0.498816
93.4686	24.5823	14.2191	2.01423	95.7116	19.5078	0.87398	-0.498816
95.0942	24.1088	14.3363	1.6138	96.5842	19.0065	0.865773	-0.500589
94.7556	24.0507	13.8288	1.5044	96.5842	19.0065	0.865773	-0.500589
96.3082	23.5757	13.9258	1.13232	97.45	18.506	0.868716	-0.503009
95.9974	23.5269	13.4511	1.03543	97.45	18.506	0.868716	-0.503009
97.4638	23.0361	13.5186	0.680696	98.3198	18.0049	0.882805	-0.506023
97.1485	22.9896	13.0528	0.59035	98.3198	18.0049	0.882805	-0.506023
98.5828	22.4371	13.1249	0.225093	99.2049	17.503	0.908006	-0.509278
98.2697	22.3948	12.6664	0.141225	99.2049	17.503	0.908006	-0.509278
99.6428	21.8122	12.7248	-0.215779	100.117	17.0001	0.944242	-0.512134
99.3337	21.7738	12.2801	-0.292378	100.117	17.0001	0.944242	-0.512134
100.647	21.2078	12.3265	-0.613799	101.065	16.497	0.991362	-0.513687
100.333	21.1713	11.8876	-0.685329	101.065	16.497	0.991362	-0.513687
101.643	20.5324	11.9555	-1.02655	102.063	15.9949	1.04911	-0.512803
101.377	20.507	11.5595	-1.0862	102.063	15.9949	1.04911	-0.512803
102.611	19.8379	11.6011	-1.42204	103.119	15.4967	1.11708	-0.508169
102.355	19.816	11.2249	-1.47483	103.119	15.4967	1.11708	-0.508169
103.558	19.1846	11.2694	-1.76454	104.244	15.0064	1.19469	-0.498349
103.318	19.1678	10.9058	-1.81182	104.244	15.0064	1.19469	-0.498349
104.513	18.4754	10.9648	-2.11761	105.447	14.5293	1.28111	-0.481861
104.282	18.4619	10.6163	-2.15938	105.447	14.5293	1.28111	-0.481861
105.46	17.7779	10.683	-2.43913	106.737	14.0724	1.37529	-0.457255
105.267	17.7712	10.3672	-2.47329	106.737	14.0724	1.37529	-0.457255
106.46	17.1088	10.46	-2.72073	108.122	13.644	1.47592	-0.423202
106.287	17.1063	10.1614	-2.74993	108.122	13.644	1.47592	-0.423202
107.481	16.4218	10.2676	-2.9938	109.606	13.2536	1.58144	-0.378583
107.323	16.422	9.98688	-3.01852	109.606	13.2536	1.58144	-0.378583
108.521	15.77	10.1075	-3.22655	111.196	12.9118	1.69008	-0.322574
108.417	15.7774	9.86634	-3.2444	111.196	12.9118	1.69008	-0.322574
109.638	15.0922	10.0089	-3.45847	112.893	12.6299	1.7999	-0.254723
109.576	15.1047	9.80106	-3.47073	112.893	12.6299	1.7999	-0.254723
110.836	14.476	9.9726	-3.63706	114.699	12.4195	1.90891	-0.175007
110.79	14.4905	9.77802	-3.64655	114.699	12.4195	1.90891	-0.175007
112.125	13.8906	9.99828	-3.78457	116.611	12.2921	2.01507	-0.0838683
112.117	13.9095	9.82627	-3.7902	116.611	12.2921	2.01507	-0.0838683
113.464	13.381	10.0524	-3.87699	118.628	12.2586	2.11648	0.0177712
113.478	13.4016	9.89629	-3.88029	118.628	12.2586	2.11648	0.0177712
114.878	12.8762	10.1514	-3.95965	120.743	12.3289	2.21139	0.128528
114.921	12.8998	10.0105	-3.96042	120.743	12.3289	2.21139	0.128528
116.392	12.4572	10.3042	-3.98538	122.95	12.5114	2.29835	0.246599
116.474	12.4838	10.186	-3.98346	122.95	12.5114	2.29835	0.246599
117.977	12.1216	10.4897	-3.95915	125.242	12.8125	2.37624	0.369827
118.073	12.149	10.3798	-3.95625	125.242	12.8125	2.37624	0.369827
119.65	11.8749	10.7186	-3.88098	127.609	13.2365	2.44434	0.495787
119.787	11.9057	10.6282	-3.87594	127.609	13.2365	2.44434	0.495787
121.414	11.7133	10.9838	-3.75686	130.042	13.7853	2.50232	0.621879
121.555	11.7439	10.8926	-3.75191	130.042	13.7853	2.50232	0.621879
123.274	11.7164	11.2908	-3.54203	132.53	14.458	2.55028	0.74543
123.448	11.7499	11.2127	-3.53589	132.53	14.458	2.55028	0.74543
125.22	11.7768	11.6239	-3.30678	135.066	15.2513	2.58865	0.863795
125.409	11.8115	11.5463	-3.30065	135.066	15.2513	2.58865	0.863795
127.255	12.0107	11.9845	-2.98315	137.639	16.1592	2.61821	0.974442
127.46	12.0469	11.909	-2.97722	137.639	16.1592	2.61821	0.974442
129.376	12.3277	12.3691	-2.63071	140.242	17.1733	2.63994	1.07503
129.592	12.3646	12.2928	-2.62547	140.242	17.1733	2.63994	1.07503
131.589	12.6842	12.7794	-2.27716	142.868	18.2829	2.65497	1.16346
131.831	12.7237	12.7109	-2.27172	142.868	18.2829	2.65497	1.16346
133.85	13.2242	13.1857	-1.83725	145.51	19.4754	2.66445	1.23795
134.1	13.2645	13.1145	-1.83299	145.51	19.4754	2.66445	1.23795
136.213	13.906	13.6232	-1.34111	148.163	20.7364	2.66951	1.29702
136.447	13.9449	13.5264	-1.34041	148.163	20.7364	2.66951	1.29702
138.608	14.6826	14.0394	-0.821043	150.825	22.0502	2.67111	1.33953
138.868	14.7243	13.9536	-0.820657	150.825	22.0502	2.67111	1.33953
141.099	15.5709	14.4836	-0.2678	153.491	23.3999	2.66999	1.3647
