0	0	2.099833e+00	0	4.975021e-02	0	0	1
2.098967e+00	5.222280e-02	2.198669e+00	4.975021e-02	4.900333e-02	2.195949e+00	1.093391e-01	2
4.291359e+00	2.153118e-01	2.295520e+00	9.875354e-02	4.776682e-02	2.284336e+00	2.263225e-01	3
6.569422e+00	4.960956e-01	2.389418e+00	1.465204e-01	4.605305e-02	2.363816e+00	3.488471e-01	4
8.924371e+00	8.992403e-01	2.479426e+00	1.925734e-01	4.387913e-02	2.433593e+00	4.745258e-01	5
1.134677e+01	1.426997e+00	2.564642e+00	2.364525e-01	4.126678e-02	2.493282e+00	6.007812e-01	6
1.382695e+01	2.079045e+00	2.644218e+00	2.777193e-01	3.824211e-02	2.542900e+00	7.249468e-01	7
1.635537e+01	2.852433e+00	2.717356e+00	3.159614e-01	3.483534e-02	2.582842e+00	8.443653e-01	8
1.892299e+01	3.741610e+00	2.783327e+00	3.507968e-01	3.108050e-02	2.613820e+00	9.564796e-01	9
2.152152e+01	4.738551e+00	2.841471e+00	3.818773e-01	2.701512e-02	2.636790e+00	1.058912e+00	10
2.414369e+01	5.832949e+00	2.891207e+00	4.088924e-01	2.267981e-02	2.652861e+00	1.149525e+00	11
2.678329e+01	7.012457e+00	2.932039e+00	4.315722e-01	1.811789e-02	2.663198e+00	1.226470e+00	12
2.943523e+01	8.262985e+00	2.963558e+00	4.496901e-01	1.337494e-02	2.668927e+00	1.288219e+00	13
3.209547e+01	9.569013e+00	2.985450e+00	4.630650e-01	8.498357e-03	2.671045e+00	1.333578e+00	14
3.476081e+01	1.091392e+01	2.997495e+00	4.715634e-01	3.536860e-03	2.670346e+00	1.361701e+00	15
3.742874e+01	1.228034e+01	2.999574e+00	4.751002e-01	-1.459976e-03	2.667361e+00	1.372088e+00	16
4.009711e+01	1.365048e+01	2.991665e+00	4.736403e-01	-6.442225e-03	2.662324e+00	1.364585e+00	17
4.276381e+01	1.500648e+01	2.973848e+00	4.671980e-01	-1.136010e-02	2.655152e+00	1.339380e+00	18
4.542651e+01	1.633075e+01	2.946300e+00	4.558379e-01	-1.616448e-02	2.645461e+00	1.297005e+00	19
4.808234e+01	1.760632e+01	2.909297e+00	4.396734e-01	-2.080734e-02	2.632596e+00	1.238325e+00	20
5.072763e+01	1.881717e+01	2.863209e+00	4.188661e-01	-2.524231e-02	2.615687e+00	1.164538e+00	21
5.335773e+01	1.994857e+01	2.808496e+00	3.936238e-01	-2.942506e-02	2.593717e+00	1.077164e+00	22
5.596692e+01	2.098742e+01	2.745705e+00	3.641987e-01	-3.331380e-02	2.565613e+00	9.780221e-01	23
5.854835e+01	2.192253e+01	2.675463e+00	3.308849e-01	-3.686969e-02	2.530333e+00	8.692047e-01	24
6.109413e+01	2.274490e+01	2.598472e+00	2.940153e-01	-4.005718e-02	2.486966e+00	7.530307e-01	25
6.359551e+01	2.344793e+01	2.515501e+00	2.539581e-01	-4.284444e-02	2.434818e+00	6.319871e-01	26
6.604312e+01	2.402757e+01	2.427380e+00	2.111136e-01	-4.520361e-02	2.373488e+00	5.086549e-01	27
6.842730e+01	2.448242e+01	2.334988e+00	1.659100e-01	-4.711112e-02	2.302925e+00	3.856231e-01	28
7.073845e+01	2.481366e+01	2.239249e+00	1.187989e-01	-4.854791e-02	2.223466e+00	2.653951e-01	29
7.296749e+01	2.502499e+01	2.141120e+00	7.025101e-02	-4.949962e-02	2.135839e+00	1.502921e-01	30
7.510617e+01	2.512237e+01	2.041581e+00	2.075138e-02	-4.995676e-02	2.041141e+00	4.236258e-02	31
7.714752e+01	2.511374e+01	1.941626e+00	-2.920538e-02	-4.991474e-02	1.940798e+00	-5.669785e-02	32
7.908610e+01	2.500864e+01	1.842254e+00	-7.912011e-02	-4.937399e-02	1.836491e+00	-1.456073e-01	33
8.091825e+01	2.481776e+01	1.744459e+00	-1.284941e-01	-4.833991e-02	1.730078e+00	-2.235364e-01	34
8.264225e+01	2.455250e+01	1.649217e+00	-1.768340e-01	-4.682283e-02	1.623498e+00	-2.901201e-01	35
8.425837e+01	2.422449e+01	1.557480e+00	-2.236568e-01	-4.483792e-02	1.518687e+00	-3.454441e-01	36
8.576880e+01	2.384512e+01	1.470164e+00	-2.684948e-01	-4.240500e-02	1.417490e+00	-3.900057e-01	37
8.717760e+01	2.342518e+01	1.388142e+00	-3.108998e-01	-3.954839e-02	1.321593e+00	-4.246540e-01	38
8.849045e+01	2.297451e+01	1.312234e+00	-3.504482e-01	-3.629662e-02	1.232475e+00	-4.505145e-01	39
8.971448e+01	2.250173e+01	1.243198e+00	-3.867448e-01	-3.268218e-02	1.151377e+00	-4.689038e-01	40
9.085799e+01	2.201409e+01	1.181723e+00	-4.194270e-01	-2.874120e-02	1.079294e+00	-4.812415e-01	41
9.193022e+01	2.151741e+01	1.128424e+00	-4.481681e-01	-2.451304e-02	1.016984e+00	-4.889635e-01	42
9.294111e+01	2.101603e+01	1.083834e+00	-4.726812e-01	-2.003996e-02	9.649925e-01	-4.934427e-01	43
9.390109e+01	2.051295e+01	1.048398e+00	-4.927211e-01	-1.536664e-02	9.236899e-01	-4.959185e-01	44
9.482094e+01	2.000996e+01	1.022470e+00	-5.080878e-01	-1.053979e-02	8.933078e-01	-4.974393e-01	45
9.571161e+01	1.950782e+01	1.006309e+00	-5.186276e-01	-5.607626e-03	8.739797e-01	-4.988160e-01	46
9.658418e+01	1.900655e+01	1.000077e+00	-5.242352e-01	-6.194332e-04	8.657734e-01	-5.005895e-01	47
9.744996e+01	1.850597e+01	1.003835e+00	-5.248546e-01	4.374949e-03	8.687159e-01	-5.030091e-01	48
9.831977e+01	1.800486e+01	1.017547e+00	-5.204797e-01	9.325618e-03	8.828045e-01	-5.060226e-01	49
9.920492e+01	1.750296e+01	1.041076e+00	-5.111541e-01	1.418311e-02	9.080060e-01	-5.092777e-01	50
1.001165e+02	1.700014e+01	1.074185e+00	-4.969710e-01	1.889889e-02	9.442419e-01	-5.121341e-01	51
