0	0	0.1	0.1	0	0	0	0	0	0
0.00490095	0.000491736	0.1	0.10005	-0.187842	0.00187696	0.109997	1.90056e-05	2.19975	0.000760158
0.0392825	0.029082	0.103997	0.100205	0.0440792	0.0345912	0.219984	9.50184e-05	2.19943	0.00228003
0.0545721	0.0306193	0.103997	0.100355	0.179633	0.0034489	0.329956	0.000266011	2.19899	0.00455878
0.389394	0.0538592	0.486601	0.100194	0.595848	0.0621092	0.439905	0.00056991	2.19841	0.00759519
0.508589	0.0658418	0.486601	0.100442	0.350169	0.00526051	0.549825	0.00104457	2.1977	0.0113877
0.742068	0.0953699	0.587074	0.103359	0.777058	0.110496	0.659709	0.00172777	2.19686	0.0159342
0.943202	0.116233	0.587074	0.103759	0.5168	0.0011134	0.769551	0.00265716	2.19587	0.0212325
1.05962	0.100428	0.501375	0.0802877	1.02333	0.0522076	0.879343	0.00387029	2.19474	0.0272796
1.281	0.118239	0.501375	0.0798157	0.776529	0.00305469	0.989077	0.00540456	2.19345	0.0340725
1.30545	0.0483079	0.371584	0.0165381	1.22397	-0.0369101	1.09875	0.00729718	2.19201	0.0416075
1.50672	0.051655	0.371584	0.0117247	1.38446	0.036954	1.20834	0.0095852	2.1904	0.0498806
1.2365	0.111623	0.107867	0.0784324	1.05494	0.180118	1.31786	0.0123054	2.18863	0.0588874
1.30521	0.11724	0.107867	0.0794178	1.69117	0.00668845	1.42728	0.0154945	2.18667	0.0686229
1.4926	0.105041	0.168569	0.0523619	1.52694	0.0679109	1.53661	0.0191888	2.18452	0.079082
1.61562	0.111418	0.168569	0.050492	1.6354	-0.0120409	1.64582	0.0234243	2.18218	0.0902589
1.81712	0.118016	0.206268	0.0429893	1.83216	0.113644	1.75492	0.0282368	2.17963	0.102147
1.98561	0.125278	0.206268	0.0401727	2.10275	0.0933742	1.86389	0.0336618	2.17686	0.11474
1.9252	0.106842	0.085879	0.0139498	1.88912	0.0920321	1.97271	0.0397345	2.17386	0.128031
2.00306	0.108141	0.085879	0.00764696	2.57273	-0.0327072	2.08138	0.0464894	2.17062	0.142012
1.96648	0.00760591	0.0282698	-0.179679	1.95409	-0.103701	2.18989	0.0539611	2.16713	0.156675
1.994	0.0034129	0.0282698	-0.210124	2.20102	0.0837559	2.29821	0.0621834	2.16337	0.172011
2.31803	0.0170873	0.158407	-0.0945106	2.36315	0.122505	2.40635	0.0711899	2.15934	0.188011
2.48147	0.00760095	0.158407	-0.109976	2.58316	-0.0217208	2.51428	0.0810134	2.15501	0.204665
2.59762	0.0702223	0.132889	0.0177841	2.59767	0.108827	2.62199	0.0916867	2.15038	0.221964
2.74743	0.0720721	0.132889	0.0206945	2.60453	0.0764059	2.72946	0.103242	2.14543	0.239895
3.10705	0.121683	0.224904	0.113893	3.11885	0.142768	2.83667	0.11571	2.14014	0.258449
3.38145	0.148147	0.224904	0.129561	2.9594	0.0550603	2.94362	0.129121	2.13451	0.277612
3.18596	0.372303	0.0442803	0.505264	3.16002	0.427252	3.05028	0.143508	2.12852	0.297373
3.24047	0.397551	0.0442803	0.578279	3.50026	0.109877	3.15663	0.158898	2.12214	0.317718
3.06917	0.359761	-0.0419019	0.746486	3.04031	0.39275	3.26265	0.17532	2.11537	0.338634
3.04022	0.308541	-0.0419019	0.838789	3.64169	0.210156	3.36833	0.192804	2.1082	0.360106
3.34095	0.333492	0.0312395	0.984461	3.54383	0.146863	3.47364	0.211376	2.10059	0.382119
3.36266	0.362636	0.0312395	1.11269	3.25813	0.137294	3.57856	0.231064	2.09255	0.404657
3.48342	0.330204	-0.000448575	0.982114	3.62775	0.2484	3.68307	0.251892	2.08405	0.427705
3.4906	0.324955	-0.000448575	1.08117	3.94293	0.260921	3.78715	0.273887	2.07507	0.451246
3.8618	0.387299	0.0631784	0.913175	4.06465	0.276327	3.89076	0.297072	2.06561	0.475262
3.88331	0.420569	0.0631784	0.986879	4.44852	0.442264	3.9939	0.321472	2.05564	0.499734
4.19198	0.40363	0.0900927	0.825585	4.29894	0.331331	4.09652	0.347107	2.04515	0.524645
4.23616	0.455121	0.0900927	0.877207	3.894	0.357358	4.1986	0.374	2.03413	0.549975
4.36952	0.623614	0.140731	0.971088	4.37458	0.622151	4.30012	0.402172	2.02255	0.575704
4.47242	0.72683	0.140731	1.03014	4.64557	0.502532	4.40105	0.431642	2.0104	0.60181
4.77048	0.768101	0.49024	3.9836	4.91714	0.726344	4.50136	0.462427	1.99767	0.628273
5.14765	0.88143	0.49024	4.3281	4.6681	0.542793	4.60102	0.494546	1.98435	0.655071
4.68011	0.696809	1.14616	-0.998885	4.72323	0.577439	4.7	0.528015	1.97041	0.682182
3.04522	2.70155	1.14616	-1.24527	4.26509	0.509599	4.79826	0.562849	1.95584	0.709581
4.89626	0.683589	1.64075	-3.4991	4.89896	0.658838	4.89578	0.599061	1.94063	0.737245
3.11963	1.51158	1.64075	-3.93156	5.55818	0.746773	4.99253	0.636665	1.92477	0.76515
