0.542295	0.640151	0.1	0.1	0.542295	0.640151	0.6	0.6	2.19994	0
0.789075	0.733012	2.15084	0.35379	0.933379	0.784766	0.709997	0.600019	2.19975	0.000760158
0.916761	0.542829	2.16579	0.218773	0.966703	0.447582	0.819984	0.600095	2.19943	0.00228003
0.988931	0.626117	2.14663	0.245823	1.05665	0.670447	0.929956	0.600266	2.19899	0.00455878
1.07947	0.64389	2.14828	0.234909	1.07614	0.624632	1.0399	0.60057	2.19841	0.00759519
1.18378	0.614988	2.25695	0.0654636	1.0008	0.513115	1.14982	0.601045	2.1977	0.0113877
1.31961	0.639832	2.25493	0.082215	1.36493	0.723569	1.25971	0.601728	2.19686	0.0159342
1.41629	0.614979	2.33093	0.053654	1.11391	0.473487	1.36955	0.602657	2.19587	0.0212325
1.52067	0.622933	2.32157	0.0818067	1.42352	0.735523	1.47934	0.60387	2.19474	0.0272796
1.62495	0.596576	2.3159	0.00219312	1.34787	0.484136	1.58908	0.605405	2.19345	0.0340725
1.73749	0.598889	2.31268	0.00873972	1.70539	0.654975	1.69875	0.607297	2.19201	0.0416075
1.84316	0.615005	2.25369	-0.00236891	1.92226	0.667895	1.80834	0.609585	2.1904	0.0498806
1.96253	0.629282	2.24815	0.0175499	1.96193	0.869081	1.91786	0.612305	2.18863	0.0588874
2.06781	0.633471	2.23485	0.0140084	1.99721	0.61874	2.02728	0.615494	2.18667	0.0686229
2.17199	0.622993	2.23755	-0.0122098	2.14461	0.443249	2.13661	0.619189	2.18452	0.079082
2.28211	0.655308	2.22229	0.0526365	2.51328	0.755107	2.24582	0.623424	2.18218	0.0902589
2.38997	0.65786	2.22242	0.0479589	2.37163	0.612866	2.35492	0.628237	2.17963	0.102147
2.49319	0.618068	2.2177	-0.0463314	2.11725	0.49488	2.46389	0.633662	2.17686	0.11474
2.59019	0.616622	2.21084	-0.0426501	2.45523	0.688417	2.57271	0.639735	2.17386	0.128031
2.70655	0.621737	2.20974	-0.0372316	3.03981	0.709512	2.68138	0.646489	2.17062	0.142012
2.82626	0.616694	2.21401	-0.0498863	2.92726	0.593866	2.78989	0.653961	2.16713	0.156675
2.93613	0.597935	2.22242	-0.0758183	2.71233	0.532411	2.89821	0.662183	2.16337	0.172011
3.03961	0.600943	2.21635	-0.0652698	2.95065	0.761627	3.00635	0.67119	2.15934	0.188011
3.13669	0.637715	2.19557	-0.00722956	2.92933	0.664996	3.11428	0.681013	2.15501	0.204665
3.23888	0.634656	2.19302	-0.0117747	3.15322	0.609738	3.22199	0.691687	2.15038	0.221964
